raceId,driverId,stop,lap,time,duration,milliseconds
841,153,1,1,61523.0,26.898,26898
841,30,1,1,61552.0,25.021,25021
841,17,1,11,62448.0,23.426,23426
841,4,1,12,62554.0,23.251,23251
841,13,1,13,62650.0,23.842,23842
841,22,1,13,62669.0,23.643,23643
841,20,1,14,62717.0,22.603,22603
841,814,1,14,62763.0,24.863,24863
841,816,1,14,62810.0,25.259,25259
841,67,1,15,62854.0,25.342,25342
841,2,1,15,62861.0,22.994,22994
841,1,1,16,62904.0,23.227,23227
841,808,1,16,62919.0,24.535,24535
841,3,1,16,62940.0,23.716,23716
841,155,1,16,62946.0,24.064,24064
841,16,1,16,62948.0,25.978,25978
841,15,1,16,62989.0,24.899,24899
841,18,1,17,63024.0,16.867,16867
841,153,2,17,63066.0,24.463,24463
841,5,1,17,63071.0,24.865,24865
841,30,2,17,63128.0,23.988,23988
841,10,1,18,63182.0,23.792,23792
841,18,2,19,63233.0,23.303,23303
841,815,1,23,63627.0,23.438,23438
841,22,2,23,63645.0,37.856,37856
841,17,2,26,63869.0,22.520,22520
841,4,2,27,63964.0,24.733,24733
841,22,3,28,64147.0,16.892,16892
841,67,2,29,64187.0,23.100,23100
841,2,2,30,64292.0,25.098,25098
841,13,2,31,64348.0,24.500,24500
841,155,2,32,64461.0,24.192,24192
841,20,2,36,64757.0,24.036,24036
841,1,2,36,64769.0,23.199,23199
841,153,3,35,64785.0,26.348,26348
841,808,2,36,64787.0,25.683,25683
841,814,2,36,64848.0,24.332,24332
841,18,3,37,64909.0,22.681,22681
841,16,2,37,64935.0,23.871,23871
841,15,2,37,65035.0,24.848,24848
841,816,2,38,65213.0,26.446,26446
841,17,3,41,65257.0,26.230,26230
841,22,4,40,65283.0,26.309,26309
841,4,3,42,65348.0,24.181,24181
841,13,3,48,65934.0,24.095,24095
842,16,1,3,58147.0,31.694,31694
842,22,1,3,58204.0,32.978,32978
842,17,1,10,58881.0,22.572,22572
842,814,1,11,58996.0,22.773,22773
842,1,1,12,59080.0,22.552,22552
842,20,1,13,59177.0,23.019,23019
842,2,1,13,59188.0,23.900,23900
842,18,1,13,59189.0,22.400,22400
842,13,1,13,59190.0,29.224,29224
842,15,1,13,59223.0,25.516,25516
842,4,1,14,59295.0,23.152,23152
842,30,1,14,59314.0,22.576,22576
842,808,1,15,59410.0,23.182,23182
842,67,1,15,59423.0,23.280,23280
842,3,1,15,59437.0,24.967,24967
842,5,1,15,59437.0,29.084,29084
842,153,1,16,59545.0,23.584,23584
842,16,2,16,59551.0,22.046,22046
842,155,1,17,59633.0,23.280,23280
842,815,1,17,59654.0,23.597,23597
842,10,1,17,59668.0,24.617,24617
842,816,1,17,59679.0,26.252,26252
842,24,1,17,59696.0,27.815,27815
842,22,2,17,59741.0,24.502,24502
842,67,2,20,59970.0,29.843,29843
842,17,2,22,60157.0,21.991,21991
842,18,2,23,60251.0,22.471,22471
842,1,2,24,60348.0,22.611,22611
842,814,2,24,60380.0,22.419,22419
842,20,2,25,60447.0,21.893,21893
842,4,2,26,60559.0,23.894,23894
842,2,2,26,60571.0,23.221,23221
842,13,2,27,60677.0,22.541,22541
842,808,2,27,60685.0,22.680,22680
842,30,2,28,60806.0,22.261,22261
842,3,2,29,60928.0,22.577,22577
842,17,3,32,61201.0,22.069,22069
842,153,2,32,61255.0,22.888,22888
842,16,3,32,61256.0,22.550,22550
842,67,3,32,61263.0,27.439,27439
842,5,2,34,61481.0,23.336,23336
842,10,2,34,61519.0,24.429,24429
842,816,2,35,61640.0,24.416,24416
842,155,2,36,61646.0,23.442,23442
842,1,3,37,61708.0,25.382,25382
842,814,3,37,61761.0,23.977,23977
842,18,3,38,61813.0,22.483,22483
842,13,3,38,61828.0,22.893,22893
842,2,3,39,61929.0,22.602,22602
842,24,2,38,62012.0,26.554,26554
842,3,3,40,62105.0,22.526,22526
842,20,3,41,62108.0,22.313,22313
842,4,3,41,62125.0,23.812,23812
842,30,3,42,62288.0,22.227,22227
842,17,4,43,62350.0,22.161,22161
842,808,3,44,62468.0,28.694,28694
842,4,4,46,62664.0,27.182,27182
842,24,3,44,62707.0,38.823,38823
842,1,4,52,63288.0,22.466,22466
843,153,1,9,55176.0,22.419,22419
843,24,1,9,55200.0,14.160,14160
843,30,1,10,55272.0,20.522,20522
843,17,1,10,55287.0,23.442,23442
843,813,1,10,55295.0,23.160,23160
843,814,1,11,55377.0,21.989,21989
843,3,1,12,55472.0,20.771,20771
843,67,1,12,55496.0,22.010,22010
843,18,1,14,55679.0,23.779,23779
843,20,1,14,55680.0,21.995,21995
843,155,1,14,55697.0,21.855,21855
843,13,1,15,55787.0,21.624,21624
843,1,1,15,55789.0,20.878,20878
843,16,1,15,55801.0,20.989,20989
843,4,1,16,55894.0,22.524,22524
843,815,1,16,55915.0,21.473,21473
843,22,1,16,55921.0,21.709,21709
843,67,2,16,55939.0,24.722,24722
843,10,1,16,55953.0,22.683,22683
843,808,1,17,56016.0,21.981,21981
843,2,1,18,56128.0,22.216,22216
843,5,1,19,56251.0,22.485,22485
843,15,1,20,56364.0,23.029,23029
843,816,1,20,56390.0,22.901,22901
843,24,2,21,56525.0,24.467,24467
843,39,1,23,56728.0,26.049,26049
843,18,2,24,56735.0,20.758,20758
843,3,2,25,56833.0,22.005,22005
843,1,2,25,56840.0,20.533,20533
843,17,2,25,56864.0,21.132,21132
843,813,2,25,56889.0,22.062,22062
843,30,2,26,56955.0,21.964,21964
843,10,2,28,57262.0,21.908,21908
843,16,2,30,57386.0,21.058,21058
843,155,2,30,57388.0,21.936,21936
843,2,2,30,57389.0,21.821,21821
843,20,2,31,57457.0,21.533,21533
843,4,2,32,57579.0,21.251,21251
843,814,2,32,57591.0,21.218,21218
843,13,2,33,57664.0,21.168,21168
843,67,3,33,57733.0,21.928,21928
843,816,2,34,57910.0,22.802,22802
843,22,2,35,57924.0,21.481,21481
843,815,2,36,58015.0,23.397,23397
843,18,3,37,58080.0,21.237,21237
843,808,2,37,58114.0,22.005,22005
843,1,3,38,58178.0,20.567,20567
843,3,3,39,58279.0,20.720,20720
843,30,3,39,58309.0,21.400,21400
843,17,3,40,58409.0,21.091,21091
843,10,3,39,58457.0,33.827,33827
843,5,2,40,58467.0,21.890,21890
843,813,3,40,58476.0,27.620,27620
843,15,2,42,58694.0,22.260,22260
843,24,3,45,59139.0,23.499,23499
843,16,3,47,59184.0,28.708,28708
843,815,3,48,59281.0,13.900,13900
843,815,4,50,59499.0,28.845,28845
844,815,1,1,54318.0,29.270,29270
844,30,1,2,54395.0,30.182,30182
844,808,1,8,54966.0,21.422,21422
844,13,1,9,55057.0,22.022,22022
844,1,1,9,55058.0,20.833,20833
844,67,1,9,55067.0,21.769,21769
844,17,1,10,55144.0,21.050,21050
844,4,1,10,55145.0,21.308,21308
844,3,1,10,55149.0,22.573,22573
844,2,1,10,55156.0,22.300,22300
844,22,1,10,55160.0,22.717,22717
844,16,1,10,55162.0,21.649,21649
844,20,1,11,55232.0,20.623,20623
844,814,1,11,55260.0,20.775,20775
844,813,1,11,55269.0,23.881,23881
844,18,1,13,55437.0,21.368,21368
844,155,1,13,55449.0,21.820,21820
844,153,1,13,55465.0,22.713,22713
844,15,1,13,55468.0,23.066,23066
844,30,2,14,55562.0,20.907,20907
844,39,1,14,55586.0,27.353,27353
844,5,1,15,55662.0,22.854,22854
844,24,1,15,55683.0,24.634,24634
844,815,2,16,55770.0,22.895,22895
844,816,1,16,55777.0,22.779,22779
844,24,2,16,55857.0,56.611,56611
844,808,2,19,56022.0,21.323,21323
844,1,2,20,56109.0,21.075,21075
844,17,2,21,56187.0,20.421,20421
844,3,2,22,56304.0,20.927,20927
844,2,2,22,56305.0,21.919,21919
844,4,2,23,56375.0,21.732,21732
844,13,2,23,56398.0,21.322,21322
844,67,2,23,56407.0,22.128,22128
844,155,2,23,56415.0,23.455,23455
844,22,2,24,56503.0,22.868,22868
844,814,2,24,56510.0,20.930,20930
844,20,2,25,56551.0,20.112,20112
844,16,2,25,56601.0,21.084,21084
844,813,2,25,56621.0,22.555,22555
844,15,2,25,56627.0,22.862,22862
844,18,2,26,56677.0,22.639,22639
844,39,2,27,56879.0,24.962,24962
844,153,2,29,56986.0,21.826,21826
844,30,3,30,57073.0,20.379,20379
844,5,2,31,57207.0,21.633,21633
844,814,3,32,57278.0,20.887,20887
844,815,3,32,57282.0,22.365,22365
844,3,3,33,57349.0,20.949,20949
844,1,3,34,57424.0,35.688,35688
844,816,2,33,57440.0,24.837,24837
844,808,3,34,57441.0,21.838,21838
844,13,3,34,57442.0,23.471,23471
844,17,3,35,57500.0,20.843,20843
844,4,3,36,57589.0,21.702,21702
844,2,3,36,57631.0,20.872,20872
844,24,3,35,57777.0,25.125,25125
844,155,3,38,57838.0,22.456,22456
844,18,3,39,57905.0,21.417,21417
844,153,3,39,57931.0,21.986,21986
844,20,3,40,57946.0,20.385,20385
844,15,3,39,57970.0,22.219,22219
844,67,3,40,58008.0,22.032,22032
844,22,3,40,58021.0,21.687,21687
844,16,3,40,58025.0,21.006,21006
844,24,4,37,58042.0,43.603,43603
844,813,3,41,58144.0,21.827,21827
844,815,4,42,58221.0,21.715,21715
844,3,4,44,58375.0,20.308,20308
844,814,4,44,58408.0,21.403,21403
844,17,4,45,58429.0,22.087,22087
844,808,4,45,58477.0,21.662,21662
844,30,4,45,58486.0,20.597,20597
844,4,4,46,58517.0,21.379,21379
844,813,4,45,58530.0,13.925,13925
844,1,4,46,58551.0,22.041,22041
844,2,4,46,58570.0,21.884,21884
844,13,4,46,58573.0,26.685,26685
844,20,4,47,58600.0,20.489,20489
844,39,3,45,58646.0,24.474,24474
844,5,3,53,59316.0,23.114,23114
844,153,4,55,59431.0,21.931,21931
845,155,1,1,50711.0,24.871,24871
845,815,1,7,51254.0,23.592,23592
845,813,1,8,51348.0,22.689,22689
845,20,1,9,51414.0,20.253,20253
845,67,1,9,51437.0,20.818,20818
845,4,1,10,51503.0,20.567,20567
845,17,1,10,51507.0,20.881,20881
845,30,1,10,51523.0,20.084,20084
845,1,1,11,51597.0,19.761,19761
845,808,1,11,51614.0,21.856,21856
845,3,1,11,51617.0,20.647,20647
845,13,1,11,51619.0,20.800,20800
845,153,1,11,51628.0,20.741,20741
845,22,1,11,51648.0,29.936,29936
845,16,1,13,51837.0,20.773,20773
845,18,1,14,51891.0,20.015,20015
845,39,1,14,51956.0,24.843,24843
845,814,1,15,52000.0,20.070,20070
845,15,1,15,52010.0,22.364,22364
845,5,1,16,52110.0,21.019,21019
845,24,1,16,52135.0,23.157,23157
845,10,1,16,52140.0,22.744,22744
845,816,1,17,52241.0,23.176,23176
845,20,2,18,52244.0,19.887,19887
845,4,2,19,52333.0,20.238,20238
845,17,2,19,52336.0,20.079,20079
845,813,2,20,52476.0,24.821,24821
845,13,2,21,52551.0,21.635,21635
845,2,1,21,52581.0,21.322,21322
845,1,2,23,52688.0,20.235,20235
845,22,2,23,52780.0,21.226,21226
845,153,2,24,52847.0,20.872,20872
845,67,2,25,52930.0,24.745,24745
845,155,2,25,52966.0,21.128,21128
845,30,2,26,53005.0,20.487,20487
845,808,2,26,53013.0,24.232,24232
845,3,2,27,53101.0,19.534,19534
845,4,3,29,53246.0,20.738,20738
845,17,3,29,53247.0,20.279,20279
845,5,2,28,53248.0,20.807,20807
845,815,2,29,53320.0,21.143,21143
845,15,2,29,53321.0,21.723,21723
845,39,2,28,53332.0,24.448,24448
845,18,2,30,53346.0,20.763,20763
845,16,2,30,53419.0,20.267,20267
845,814,2,32,53582.0,20.126,20126
845,20,3,34,53682.0,20.426,20426
845,1,3,35,53774.0,20.473,20473
845,816,2,34,53885.0,22.982,22982
845,22,3,35,53889.0,20.650,20650
845,13,3,36,53928.0,22.419,22419
845,813,3,36,53954.0,21.574,21574
845,2,2,36,53962.0,21.953,21953
845,153,3,36,53965.0,21.019,21019
845,4,4,39,54174.0,20.380,20380
845,10,2,38,54234.0,21.632,21632
845,30,3,41,54381.0,20.451,20451
845,808,3,41,54396.0,21.739,21739
845,5,3,41,54462.0,23.068,23068
845,3,3,42,54473.0,20.395,20395
845,67,3,42,54511.0,20.819,20819
845,15,3,43,54627.0,23.001,23001
845,155,3,44,54700.0,20.500,20500
845,17,4,47,54890.0,19.984,19984
845,20,4,48,54941.0,20.292,20292
845,815,3,47,54960.0,21.829,21829
845,18,3,48,54970.0,20.107,20107
845,1,4,49,55031.0,20.988,20988
845,16,3,48,55074.0,23.230,23230
845,39,3,47,55178.0,24.298,24298
845,2,3,50,55232.0,20.796,20796
845,153,4,50,55269.0,23.143,23143
845,816,3,49,55304.0,21.708,21708
845,814,3,51,55323.0,20.573,20573
845,813,4,53,55526.0,22.077,22077
845,10,3,53,55649.0,21.170,21170
845,22,4,54,55652.0,20.637,20637
846,30,1,12,51570.0,35.084,35084
846,18,1,15,51777.0,25.280,25280
846,3,1,15,51813.0,25.189,25189
846,20,1,16,51855.0,28.536,28536
846,17,1,16,51872.0,37.735,37735
846,4,1,17,51941.0,25.352,25352
846,5,1,19,52161.0,26.477,26477
846,814,1,20,52224.0,24.970,24970
846,1,1,22,52380.0,31.445,31445
846,10,1,22,52413.0,26.827,26827
846,15,1,24,52573.0,25.595,25595
846,813,1,25,52629.0,26.468,26468
846,13,1,26,52700.0,26.615,26615
846,39,1,25,52726.0,28.325,28325
846,814,2,27,52823.0,19.360,19360
846,808,1,28,52877.0,28.856,28856
846,153,1,29,52987.0,25.907,25907
846,22,1,32,53207.0,25.921,25921
846,18,2,33,53217.0,26.421,26421
846,814,3,32,53255.0,47.226,47226
846,2,1,33,53295.0,25.851,25851
846,67,1,33,53296.0,26.073,26073
846,4,2,34,53325.0,31.382,31382
846,3,2,33,53330.0,25.310,25310
846,24,1,32,53342.0,28.298,28298
846,816,1,33,53379.0,27.577,27577
846,155,1,34,53389.0,28.642,28642
846,16,1,34,53391.0,25.037,25037
846,39,2,33,53468.0,39.917,39917
846,1,2,43,54225.0,19.347,19347
846,15,2,46,54548.0,26.065,26065
846,18,3,48,54595.0,24.670,24670
846,1,3,49,54724.0,26.977,26977
846,5,2,52,55058.0,25.878,25878
846,3,3,53,55113.0,25.116,25116
846,813,2,54,55118.0,25.687,25687
846,17,2,55,55196.0,26.269,26269
846,153,2,56,55350.0,27.550,27550
846,67,2,62,55824.0,25.045,25045
846,816,2,63,56001.0,26.464,26464
846,16,2,68,56272.0,27.879,27879
846,22,2,68,56334.0,25.675,25675
846,2,2,69,56413.0,26.281,26281
847,18,1,8,47711.0,23.650,23650
847,24,1,9,47845.0,27.202,27202
847,18,2,13,48310.0,14.501,14501
847,22,1,15,48511.0,23.305,23305
847,16,1,16,48609.0,24.052,24052
847,4,1,17,48681.0,23.893,23893
847,3,1,17,48688.0,23.105,23105
847,813,1,17,48705.0,23.571,23571
847,67,1,17,48710.0,23.949,23949
847,816,1,17,48727.0,24.143,24143
847,30,1,18,48784.0,24.472,24472
847,4,2,19,48894.0,26.348,26348
847,18,3,19,48902.0,23.868,23868
847,3,2,19,48910.0,22.986,22986
847,153,1,19,48914.0,26.045,26045
847,22,2,19,48921.0,25.066,25066
847,5,1,19,48926.0,44.037,44037
847,15,1,19,48928.0,51.684,51684
847,813,2,19,48930.0,24.943,24943
847,20,1,20,48973.0,23.872,23872
847,17,1,20,49000.0,29.546,29546
847,67,2,20,49047.0,24.649,24649
847,13,1,21,49089.0,24.886,24886
847,30,2,21,49131.0,24.196,24196
847,816,2,23,49412.0,30.497,30497
847,816,3,33,58020.0,24.655,24655
847,30,3,34,58128.0,22.832,22832
847,16,2,34,58129.0,22.923,22923
847,10,1,34,58130.0,24.425,24425
847,22,3,34,58131.0,24.684,24684
847,67,3,34,58133.0,23.970,23970
847,2,1,35,58218.0,23.113,23113
847,814,1,35,58220.0,22.479,22479
847,18,4,35,58222.0,23.589,23589
847,37,1,35,58223.0,30.288,30288
847,153,2,35,58226.0,24.863,24863
847,813,3,35,58229.0,23.593,23593
847,24,2,35,58248.0,34.897,34897
847,155,1,36,58309.0,23.687,23687
847,13,2,36,58310.0,22.742,22742
847,808,1,36,58312.0,23.816,23816
847,17,2,36,58313.0,22.402,22402
847,4,3,36,58314.0,26.129,26129
847,3,3,36,58317.0,22.735,22735
847,15,2,36,58334.0,23.332,23332
847,816,4,36,58335.0,14.538,14538
847,20,2,37,58401.0,22.958,22958
847,39,1,37,58441.0,29.115,29115
847,18,5,37,58495.0,31.718,31718
847,814,2,43,59078.0,28.630,28630
847,16,3,45,59263.0,14.565,14565
847,16,4,49,59631.0,32.449,32449
847,17,3,50,59703.0,22.770,22770
847,22,4,50,59712.0,23.059,23059
847,67,4,50,59723.0,26.561,26561
847,814,3,50,59733.0,14.538,14538
847,18,6,51,59801.0,23.741,23741
847,153,3,51,59805.0,23.338,23338
847,813,4,51,59806.0,23.700,23700
847,10,2,51,59836.0,25.079,25079
847,39,2,51,59858.0,29.540,29540
847,30,4,52,59870.0,22.869,22869
847,13,3,52,59872.0,22.560,22560
847,2,2,52,59877.0,23.364,23364
847,37,2,52,59902.0,24.039,24039
847,15,3,52,59925.0,25.140,25140
847,816,5,52,59936.0,30.714,30714
847,20,3,53,59947.0,22.526,22526
847,24,3,52,59960.0,33.278,33278
847,155,2,53,59962.0,24.618,24618
847,808,2,53,59971.0,24.145,24145
847,3,4,53,59976.0,22.702,22702
847,13,4,53,59990.0,28.346,28346
847,814,4,53,60004.0,23.129,23129
847,813,5,61,60799.0,31.701,31701
848,813,1,10,51722.0,21.301,21301
848,2,1,11,51803.0,22.114,22114
848,22,1,11,51807.0,21.163,21163
848,155,1,11,51809.0,23.492,23492
848,1,1,12,51889.0,20.340,20340
848,3,1,12,51902.0,21.054,21054
848,16,1,12,51909.0,20.676,20676
848,17,1,13,51988.0,20.465,20465
848,20,1,14,52091.0,21.006,21006
848,4,1,14,52095.0,21.477,21477
848,18,1,14,52111.0,20.997,20997
848,30,1,14,52120.0,21.201,21201
848,814,1,14,52131.0,20.567,20567
848,67,1,14,52134.0,21.321,21321
848,5,1,14,52151.0,23.241,23241
848,39,1,14,52183.0,28.030,28030
848,13,1,15,52207.0,20.718,20718
848,808,1,15,52249.0,22.104,22104
848,30,2,15,52259.0,30.665,30665
848,24,1,15,52283.0,24.459,24459
848,10,1,17,52496.0,21.900,21900
848,15,1,18,52590.0,23.327,23327
848,816,1,18,52616.0,21.943,21943
848,153,1,19,52670.0,21.391,21391
848,1,2,24,53166.0,21.035,21035
848,815,1,25,53336.0,21.939,21939
848,67,2,26,53428.0,20.460,20460
848,5,2,26,53466.0,21.126,21126
848,2,2,27,53524.0,22.285,22285
848,814,2,27,53528.0,20.818,20818
848,808,2,27,53546.0,21.168,21168
848,17,2,28,53573.0,20.319,20319
848,16,2,28,53627.0,20.286,20286
848,22,2,28,53633.0,21.262,21262
848,813,2,28,53670.0,21.805,21805
848,4,2,29,53676.0,20.551,20551
848,24,2,28,53733.0,22.766,22766
848,20,2,30,53776.0,20.441,20441
848,18,2,30,53806.0,20.325,20325
848,3,2,30,53827.0,23.547,23547
848,39,2,29,53897.0,24.675,24675
848,13,2,31,53903.0,25.537,25537
848,30,3,31,53980.0,21.168,21168
848,155,2,33,54194.0,20.545,20545
848,15,2,34,54336.0,22.131,22131
848,816,2,37,54708.0,22.250,22250
848,808,3,39,54821.0,21.105,21105
848,2,3,40,54910.0,21.472,21472
848,22,3,40,54916.0,21.286,21286
848,17,3,42,55031.0,20.367,20367
848,1,3,42,55061.0,20.212,20212
848,153,2,42,55113.0,21.103,21103
848,5,3,42,55197.0,22.632,22632
848,16,3,43,55221.0,21.036,21036
848,10,2,42,55226.0,22.030,22030
848,814,3,44,55338.0,21.069,21069
848,4,3,45,55341.0,20.136,20136
848,24,3,43,55382.0,22.235,22235
848,813,3,44,55386.0,21.490,21490
848,3,3,45,55416.0,20.896,20896
848,67,3,45,55447.0,20.995,20995
848,20,3,47,55539.0,20.331,20331
848,39,3,44,55573.0,26.059,26059
848,13,3,48,55689.0,20.404,20404
848,18,3,48,55701.0,20.479,20479
849,30,1,9,48038.0,30.242,30242
849,2,1,10,48157.0,24.716,24716
849,18,1,11,48245.0,25.070,25070
849,16,1,11,48253.0,25.737,25737
849,155,1,11,48259.0,28.448,28448
849,813,1,11,48267.0,26.238,26238
849,67,1,11,48270.0,26.279,26279
849,808,1,11,48277.0,24.880,24880
849,22,1,11,48278.0,25.860,25860
849,10,1,11,48292.0,25.416,25416
849,24,1,11,48312.0,26.643,26643
849,816,1,11,48314.0,28.742,28742
849,17,1,12,48341.0,23.973,23973
849,4,1,12,48342.0,26.566,26566
849,1,1,12,48349.0,25.100,25100
849,814,1,12,48362.0,26.612,26612
849,3,1,12,48372.0,24.722,24722
849,815,1,12,48373.0,25.386,25386
849,153,1,12,48380.0,24.719,24719
849,817,1,12,48437.0,25.872,25872
849,20,1,13,48442.0,24.818,24818
849,13,1,13,48459.0,24.159,24159
849,30,2,16,48803.0,31.751,31751
849,155,2,20,49227.0,31.551,31551
849,1,2,24,49581.0,24.065,24065
849,814,2,24,49610.0,45.291,45291
849,813,2,24,49632.0,24.272,24272
849,16,2,25,49712.0,24.077,24077
849,67,2,25,49730.0,24.620,24620
849,17,2,26,49776.0,25.490,25490
849,18,2,26,49785.0,24.287,24287
849,13,2,26,49788.0,23.929,23929
849,814,3,26,49852.0,31.471,31471
849,20,2,27,49870.0,31.558,31558
849,4,2,27,49875.0,23.974,23974
849,816,2,28,50139.0,25.428,25428
849,817,2,28,50183.0,26.942,26942
849,3,2,30,50210.0,24.399,24399
849,2,2,30,50226.0,24.434,24434
849,10,2,30,50323.0,24.959,24959
849,153,2,31,50326.0,24.095,24095
849,30,3,31,50327.0,24.651,24651
849,22,2,31,50342.0,23.955,23955
849,815,2,32,50408.0,25.619,25619
849,24,2,31,50449.0,25.505,25505
849,813,3,35,50742.0,23.869,23869
849,20,3,36,50773.0,23.137,23137
849,1,3,37,50870.0,23.340,23340
849,17,3,38,50970.0,23.785,23785
849,808,2,38,51021.0,24.172,24172
849,4,3,39,51050.0,23.474,23474
849,18,3,39,51068.0,23.292,23292
849,16,3,40,51212.0,27.240,27240
849,13,3,41,51275.0,23.238,23238
850,815,1,8,51425.0,27.247,27247
850,67,1,10,51628.0,27.301,27301
850,812,1,10,51682.0,31.879,31879
850,17,1,14,51983.0,20.440,20440
850,3,1,14,51999.0,20.348,20348
850,30,1,15,52102.0,20.768,20768
850,813,1,15,52115.0,21.601,21601
850,1,1,16,52178.0,20.982,20982
850,4,1,16,52179.0,20.430,20430
850,20,1,16,52197.0,20.394,20394
850,13,1,17,52296.0,20.344,20344
850,155,1,20,52611.0,20.882,20882
850,24,1,20,52664.0,22.048,22048
850,817,1,21,52769.0,22.319,22319
850,16,1,22,52796.0,20.839,20839
850,10,1,22,52865.0,22.252,22252
850,808,1,23,52913.0,21.449,21449
850,153,1,23,52922.0,21.062,21062
850,814,1,23,52925.0,23.676,23676
850,18,1,24,52995.0,20.952,20952
850,816,1,24,53082.0,20.762,20762
850,5,1,26,53246.0,22.088,22088
850,17,2,30,53552.0,21.299,21299
850,812,2,28,53589.0,22.331,22331
850,1,2,31,53650.0,20.496,20496
850,4,2,32,53746.0,20.035,20035
850,813,2,35,54113.0,21.057,21057
850,3,2,36,54183.0,20.975,20975
850,67,2,36,54243.0,20.954,20954
850,30,2,37,54299.0,20.299,20299
850,20,2,40,54551.0,20.274,20274
850,13,2,41,54646.0,20.185,20185
850,815,2,41,54708.0,21.645,21645
850,153,2,43,54907.0,21.689,21689
850,808,2,46,55194.0,20.572,20572
850,16,2,48,55350.0,20.879,20879
850,155,2,48,55383.0,21.267,21267
850,10,2,48,55525.0,21.252,21252
850,1,3,51,55577.0,20.403,20403
850,816,2,49,55644.0,23.588,23588
850,817,2,49,55663.0,24.053,24053
850,5,2,50,55668.0,21.175,21175
850,814,2,51,55691.0,22.535,22535
850,4,3,53,55770.0,19.975,19975
850,3,3,53,55850.0,20.047,20047
850,812,3,51,55972.0,22.458,22458
850,17,3,56,56060.0,20.324,20324
850,30,3,56,56153.0,19.930,19930
850,13,3,59,56383.0,21.903,21903
850,20,3,59,56384.0,20.110,20110
851,17,1,10,51659.0,20.854,20854
851,13,1,10,51669.0,22.293,22293
851,808,1,10,51678.0,25.532,25532
851,22,1,10,51679.0,22.640,22640
851,18,1,11,51749.0,21.786,21786
851,814,1,11,51766.0,22.262,22262
851,813,1,11,51784.0,23.397,23397
851,2,1,11,51792.0,21.371,21371
851,10,1,11,51807.0,22.222,22222
851,816,1,11,51812.0,25.337,25337
851,1,1,12,51839.0,21.880,21880
851,20,1,12,51845.0,20.690,20690
851,4,1,12,51850.0,22.886,22886
851,3,1,12,51857.0,20.767,20767
851,155,1,12,51875.0,23.725,23725
851,67,1,12,51882.0,22.349,22349
851,5,1,12,51893.0,22.772,22772
851,16,1,12,51895.0,21.902,21902
851,815,1,12,51896.0,22.215,22215
851,24,1,12,51935.0,23.633,23633
851,30,1,13,51962.0,21.948,21948
851,153,1,13,51984.0,23.734,23734
851,15,1,13,52009.0,23.118,23118
851,817,1,13,52024.0,22.844,22844
851,813,2,16,52282.0,13.186,13186
851,2,2,23,52936.0,25.434,25434
851,22,2,24,52999.0,22.217,22217
851,153,2,24,53000.0,22.552,22552
851,5,2,24,53025.0,22.147,22147
851,815,2,24,53029.0,20.570,20570
851,17,2,25,53043.0,20.000,20000
851,4,2,25,53044.0,23.208,23208
851,13,2,25,53074.0,21.138,21138
851,808,2,25,53087.0,24.194,24194
851,67,2,25,53095.0,21.460,21460
851,1,2,26,53116.0,20.803,20803
851,30,2,26,53164.0,20.071,20071
851,24,2,25,53200.0,22.501,22501
851,16,2,26,53208.0,20.589,20589
851,18,2,27,53209.0,21.065,21065
851,3,2,27,53248.0,19.939,19939
851,814,2,27,53252.0,20.801,20801
851,20,2,28,53302.0,20.611,20611
851,813,3,28,53395.0,21.426,21426
851,10,2,28,53432.0,20.613,20613
851,817,2,28,53472.0,23.563,23563
851,816,2,29,53547.0,20.916,20916
851,815,3,32,53765.0,13.201,13201
851,155,2,34,53888.0,22.852,22852
851,4,3,36,54023.0,19.936,19936
851,22,3,37,54171.0,20.580,20580
851,17,3,39,54288.0,20.673,20673
851,24,3,37,54337.0,27.839,27839
851,1,3,40,54354.0,20.861,20861
851,13,3,40,54413.0,22.453,22453
851,20,3,41,54452.0,19.664,19664
851,18,3,42,54533.0,20.046,20046
851,814,3,42,54606.0,20.935,20935
851,67,3,43,54701.0,20.360,20360
851,5,3,43,54776.0,20.990,20990
851,815,4,44,54847.0,20.917,20917
851,817,3,43,54894.0,21.651,21651
851,4,4,47,54993.0,20.126,20126
851,153,3,47,55060.0,21.345,21345
851,816,3,47,55246.0,49.849,49849
851,3,3,50,55324.0,20.563,20563
851,17,4,51,55371.0,21.122,21122
851,808,3,50,55374.0,21.353,21353
851,22,4,50,55375.0,31.539,31539
851,5,4,49,55376.0,22.364,22364
851,16,3,50,55402.0,21.796,21796
851,24,4,48,55412.0,23.010,23010
851,813,4,50,55414.0,23.016,23016
851,1,4,52,55451.0,20.855,20855
851,17,5,53,55580.0,20.715,20715
851,22,5,52,55596.0,25.596,25596
851,1,5,54,55655.0,21.628,21628
851,808,4,53,55680.0,21.609,21609
851,5,5,52,55692.0,21.715,21715
851,16,4,53,55707.0,21.503,21503
851,816,4,51,55717.0,22.470,22470
851,3,4,54,55727.0,23.244,23244
851,813,5,53,55735.0,22.825,22825
851,24,5,51,55738.0,22.458,22458
851,10,3,53,55817.0,20.929,20929
851,1,6,56,55848.0,13.173,13173
851,13,4,58,56033.0,21.157,21157
851,155,3,62,56456.0,21.258,21258
852,10,1,1,50758.0,35.092,35092
852,811,1,1,50770.0,30.795,30795
