resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,Win or Lost
1,18,1,1,22,1,1,1,1,10.0,58,1:34:50.616,5690.616,39,2,1:27.452,218.300,1,1:34:50.616
2,18,2,2,3,5,2,2,2,8.0,58,5.478,5696.094,41,3,1:27.739,217.586,1,+5.478
3,18,3,3,7,7,3,3,3,6.0,58,8.163,5698.779,41,5,1:28.090,216.719,1,+8.163
4,18,4,4,5,11,4,4,4,5.0,58,17.181,5707.797,58,7,1:28.603,215.464,1,+17.181
5,18,5,1,23,3,5,5,5,4.0,58,18.014,5708.63,43,1,1:27.418,218.385,1,+18.014
6,18,6,3,8,13,6,6,6,3.0,57,0,0.0,50,14,1:29.639,212.974,11,0
7,18,7,5,14,17,7,7,7,2.0,55,0,0.0,22,12,1:29.534,213.224,5,0
8,18,8,6,1,15,8,8,8,1.0,53,0,0.0,20,4,1:27.903,217.180,5,0
9,18,9,2,4,2,\N,R,9,0.0,47,0,0.0,15,9,1:28.753,215.100,4,0
10,18,10,7,12,18,\N,R,10,0.0,43,0,0.0,23,13,1:29.558,213.166,3,0
11,18,11,8,18,19,\N,R,11,0.0,32,0,0.0,24,15,1:30.892,210.038,7,0
12,18,12,4,6,20,\N,R,12,0.0,30,0,0.0,20,16,1:31.384,208.907,8,0
13,18,13,6,2,4,\N,R,13,0.0,29,0,0.0,23,6,1:28.175,216.510,5,0
14,18,14,9,9,8,\N,R,14,0.0,25,0,0.0,21,11,1:29.502,213.300,4,0
15,18,15,7,11,6,\N,R,15,0.0,19,0,0.0,18,10,1:29.310,213.758,10,0
16,18,16,10,20,22,\N,R,16,0.0,8,0,0.0,8,17,1:32.021,207.461,9,0
17,18,17,9,10,14,\N,R,17,0.0,0,0,0.0,0,\N,0,0,4,0
18,18,18,11,16,12,\N,R,18,0.0,0,0,0.0,0,\N,0,0,4,0
19,18,19,8,19,21,\N,R,19,0.0,0,0,0.0,0,\N,0,0,4,0
20,18,20,5,15,9,\N,R,20,0.0,0,0,0.0,0,\N,0,0,4,0
21,18,21,10,21,16,\N,R,21,0.0,0,0,0.0,0,\N,0,0,4,0
22,18,22,11,17,10,\N,D,22,0.0,58,0,0.0,44,8,1:28.736,215.141,2,0
23,19,8,6,1,2,1,1,1,10.0,56,1:31:18.555,5478.555,37,2,1:35.405,209.158,1,1:31:18.555
24,19,9,2,4,4,2,2,2,8.0,56,19.570,5498.125,39,6,1:35.921,208.033,1,+19.570
25,19,5,1,23,8,3,3,3,6.0,56,38.450,5517.005,19,7,1:35.922,208.031,1,+38.450
26,19,15,7,11,3,4,4,4,5.0,56,45.832,5524.387,53,8,1:36.068,207.715,1,+45.832
27,19,1,1,22,9,5,5,5,4.0,56,46.548,5525.103,53,3,1:35.462,209.033,1,+46.548
28,19,2,2,3,5,6,6,6,3.0,56,49.833,5528.388,55,1,1:35.366,209.244,1,+49.833
29,19,17,9,10,6,7,7,7,2.0,56,1:08.130,5546.685,53,12,1:36.696,206.366,1,+1:08.130
30,19,4,4,5,7,8,8,8,1.0,56,1:10.041,5548.596,40,10,1:36.288,207.240,1,+1:10.041
31,19,14,9,9,12,9,9,9,0.0,56,1:16.220,5554.775,55,9,1:36.206,207.417,1,+1:16.220
32,19,18,11,16,11,10,10,10,0.0,56,1:26.214,5564.769,56,4,1:35.715,208.481,1,+1:26.214
33,19,12,4,6,13,11,11,11,0.0,56,1:32.202,5570.757,52,15,1:36.956,205.812,1,+1:32.202
34,19,21,10,21,17,12,12,12,0.0,55,0,0.0,52,16,1:36.962,205.800,11,0
35,19,22,11,17,14,13,13,13,0.0,55,0,0.0,55,11,1:36.693,206.372,11,0
36,19,3,3,7,16,14,14,14,0.0,55,0,0.0,55,13,1:36.782,206.182,11,0
37,19,19,8,19,21,15,15,15,0.0,55,0,0.0,55,18,1:38.171,203.265,11,0
38,19,11,8,18,19,16,16,16,0.0,54,0,0.0,53,19,1:38.504,202.578,12,0
39,19,6,3,8,22,17,17,17,0.0,54,0,0.0,19,17,1:37.711,204.222,12,0
40,19,20,5,15,15,\N,R,18,0.0,39,0,0.0,37,14,1:36.870,205.995,5,0
41,19,13,6,2,1,\N,R,19,0.0,30,0,0.0,15,5,1:35.914,208.048,20,0
42,19,16,10,20,20,\N,R,20,0.0,5,0,0.0,3,20,1:40.330,198.891,9,0
43,19,10,7,12,10,\N,R,21,0.0,1,0,0.0,0,\N,0,0,4,0
44,19,7,5,14,18,\N,R,22,0.0,0,0,0.0,0,\N,0,0,20,0
45,20,13,6,2,2,1,1,1,10.0,57,1:31:06.970,5466.97,38,3,1:33.600,208.153,1,1:31:06.970
46,20,8,6,1,4,2,2,2,8.0,57,3.339,5470.309,35,4,1:33.709,207.911,1,+3.339
47,20,9,2,4,1,3,3,3,6.0,57,4.998,5471.968,55,5,1:33.775,207.765,1,+4.998
48,20,2,2,3,6,4,4,4,5.0,57,8.409,5475.379,48,2,1:33.565,208.231,1,+8.409
49,20,5,1,23,5,5,5,5,4.0,57,26.789,5493.759,49,1,1:33.193,209.062,1,+26.789
50,20,15,7,11,7,6,6,6,3.0,57,41.314,5508.284,45,7,1:34.204,206.819,1,+41.314
51,20,17,9,10,11,7,7,7,2.0,57,45.473,5512.443,51,8,1:34.305,206.597,1,+45.473
52,20,3,3,7,8,8,8,8,1.0,57,55.889,5522.859,57,6,1:34.072,207.109,1,+55.889
53,20,10,7,12,13,9,9,9,0.0,57,1:09.500,5536.47,56,9,1:34.807,205.503,1,+1:09.500
54,20,4,4,5,10,10,10,10,0.0,57,1:17.181,5544.151,35,13,1:35.194,204.668,1,+1:17.181
55,20,22,11,17,12,11,11,11,0.0,57,1:17.862,5544.832,40,10,1:34.855,205.399,1,+1:17.862
56,20,21,10,21,18,12,12,12,0.0,56,0,0.0,56,11,1:35.057,204.963,11,0
57,20,1,1,22,3,13,13,13,0.0,56,0,0.0,25,19,1:35.520,203.969,11,0
58,20,6,3,8,16,14,14,14,0.0,56,0,0.0,30,17,1:35.433,204.155,11,0
59,20,7,5,14,15,15,15,15,0.0,56,0,0.0,33,15,1:35.333,204.369,11,0
60,20,19,8,19,21,16,16,16,0.0,56,0,0.0,45,14,1:35.324,204.389,11,0
61,20,11,8,18,22,17,17,17,0.0,56,0,0.0,56,20,1:35.891,203.180,11,0
62,20,14,9,9,17,18,18,18,0.0,56,0,0.0,43,16,1:35.351,204.331,11,0
63,20,16,10,20,20,19,19,19,0.0,56,0,0.0,55,18,1:35.442,204.136,12,0
64,20,12,4,6,14,\N,R,20,0.0,40,0,0.0,31,12,1:35.129,204.808,6,0
65,20,18,11,16,9,\N,R,21,0.0,19,0,0.0,11,21,1:36.125,202.686,4,0
66,20,20,5,15,19,\N,R,22,0.0,0,0,0.0,0,\N,0,0,5,0
67,21,8,6,1,1,1,1,1,10.0,66,1:38:19.051,5899.051,46,1,1:21.670,205.191,1,1:38:19.051
68,21,13,6,2,3,2,2,2,8.0,66,3.228,5902.279,45,2,1:21.801,204.863,1,+3.228
69,21,1,1,22,5,3,3,3,6.0,66,4.187,5903.238,20,3,1:22.017,204.323,1,+4.187
70,21,9,2,4,4,4,4,4,5.0,66,5.694,5904.745,20,4,1:22.106,204.102,1,+5.694
71,21,17,9,10,7,5,5,5,4.0,66,35.938,5934.989,19,8,1:22.564,202.969,1,+35.938
72,21,18,11,16,13,6,6,6,3.0,66,53.010,5952.061,66,5,1:22.353,203.489,1,+53.010
73,21,6,3,8,12,7,7,7,2.0,66,58.244,5957.295,48,15,1:23.549,200.576,1,+58.244
74,21,15,7,11,8,8,8,8,1.0,66,59.435,5958.486,45,10,1:22.758,202.494,1,+59.435
75,21,2,2,3,9,9,9,9,0.0,66,1:03.073,5962.124,21,7,1:22.519,203.080,1,+1:03.073
76,21,21,10,21,19,10,10,10,0.0,65,0,0.0,40,14,1:23.439,200.841,11,0
77,21,10,7,12,14,11,11,11,0.0,65,0,0.0,57,12,1:23.007,201.886,11,0
78,21,14,9,9,17,12,12,12,0.0,65,0,0.0,57,11,1:22.842,202.288,11,0
79,21,11,8,18,22,13,13,13,0.0,65,0,0.0,34,17,1:24.617,198.045,11,0
80,21,3,3,7,15,\N,R,14,0.0,41,0,0.0,20,13,1:23.319,201.130,5,0
81,21,4,4,5,2,\N,R,15,0.0,34,0,0.0,15,9,1:22.683,202.677,5,0
82,21,22,11,17,11,\N,R,16,0.0,34,0,0.0,21,16,1:23.858,199.837,4,0
83,21,5,1,23,6,\N,R,17,0.0,21,0,0.0,19,6,1:22.453,203.243,3,0
84,21,19,8,19,21,\N,R,18,0.0,8,0,0.0,6,20,1:26.864,192.922,21,0
85,21,7,5,14,16,\N,R,19,0.0,7,0,0.0,6,19,1:25.999,194.862,4,0
86,21,12,4,6,10,\N,R,20,0.0,6,0,0.0,6,18,1:25.444,196.128,4,0
87,21,16,10,20,20,\N,R,21,0.0,0,0,0.0,0,\N,0,0,4,0
88,21,20,5,15,18,\N,R,22,0.0,0,0,0.0,0,\N,0,0,4,0
89,22,13,6,2,1,1,1,1,10.0,58,1:26:49.451,5209.451,16,3,1:26.666,221.734,1,1:26:49.451
90,22,1,1,22,3,2,2,2,8.0,58,3.779,5213.23,31,2,1:26.529,222.085,1,+3.779
91,22,8,6,1,4,3,3,3,6.0,58,4.271,5213.722,20,1,1:26.506,222.144,1,+4.271
92,22,9,2,4,5,4,4,4,5.0,58,21.945,5231.396,17,4,1:26.780,221.442,1,+21.945
93,22,2,2,3,9,5,5,5,4.0,58,38.741,5248.192,20,5,1:27.219,220.328,1,+38.741
94,22,4,4,5,7,6,6,6,3.0,58,53.724,5263.175,57,6,1:27.280,220.174,1,+53.724
95,22,17,9,10,6,7,7,7,2.0,58,1:04.229,5273.68,14,7,1:27.630,219.294,1,+1:04.229
96,22,3,3,7,11,8,8,8,1.0,58,1:11.406,5280.857,55,9,1:27.795,218.882,1,+1:11.406
97,22,14,9,9,10,9,9,9,0.0,58,1:15.270,5284.721,41,12,1:27.966,218.457,1,+1:15.270
98,22,15,7,11,8,10,10,10,0.0,58,1:16.344,5285.795,52,11,1:27.926,218.556,1,+1:16.344
99,22,18,11,16,13,11,11,11,0.0,57,0,0.0,57,13,1:27.998,218.377,11,0
100,22,5,1,23,2,12,12,12,0.0,57,0,0.0,55,8,1:27.640,219.269,11,0
101,22,10,7,12,15,13,13,13,0.0,57,0,0.0,28,16,1:28.303,217.623,11,0
102,22,22,11,17,12,14,14,14,0.0,57,0,0.0,56,14,1:28.017,218.330,11,0
103,22,12,4,6,17,15,15,15,0.0,57,0,0.0,40,10,1:27.867,218.703,11,0
104,22,16,10,20,19,16,16,16,0.0,57,0,0.0,35,18,1:28.780,216.454,11,0
105,22,20,5,15,14,17,17,17,0.0,57,0,0.0,38,15,1:28.180,217.926,11,0
106,22,7,5,14,18,\N,R,18,0.0,24,0,0.0,19,17,1:28.745,216.539,22,0
107,22,6,3,8,16,\N,R,19,0.0,1,0,0.0,0,\N,0,0,4,0
108,22,21,10,21,20,\N,R,20,0.0,0,0,0.0,0,\N,0,0,4,0
109,23,1,1,22,3,1,1,1,10.0,76,2:00:42.742,7242.742,71,6,1:18.510,153.152,1,2:00:42.742
110,23,9,2,4,5,2,2,2,8.0,76,3.064,7245.806,75,5,1:17.933,154.286,1,+3.064
111,23,13,6,2,1,3,3,3,6.0,76,4.811,7247.553,76,4,1:17.886,154.379,1,+4.811
112,23,17,9,10,9,4,4,4,5.0,76,19.295,7262.037,74,8,1:19.036,152.133,1,+19.295
113,23,20,5,15,19,5,5,5,4.0,76,24.657,7267.399,74,7,1:18.787,152.614,1,+24.657
114,23,22,11,17,14,6,6,6,3.0,76,28.408,7271.15,75,9,1:19.574,151.104,1,+28.408
115,23,6,3,8,13,7,7,7,2.0,76,30.180,7272.922,75,13,1:19.910,150.469,1,+30.180
116,23,5,1,23,4,8,8,8,1.0,76,33.191,7275.933,74,2,1:17.282,155.586,1,+33.191
117,23,8,6,1,2,9,9,9,0.0,76,33.792,7276.534,74,1,1:16.689,156.789,1,+33.792
118,23,4,4,5,7,10,10,10,0.0,75,0,0.0,73,3,1:17.869,154.413,11,0
119,23,18,11,16,11,11,11,11,0.0,75,0,0.0,74,10,1:19.582,151.089,11,0
120,23,10,7,12,10,12,12,12,0.0,75,0,0.0,75,11,1:19.618,151.021,11,0
121,23,15,7,11,8,13,13,13,0.0,75,0,0.0,75,12,1:19.830,150.620,11,0
122,23,2,2,3,12,14,14,14,0.0,72,0,0.0,72,14,1:20.251,149.829,14,0
123,23,16,10,20,18,\N,R,15,0.0,67,0,0.0,60,16,1:22.039,146.564,4,0
124,23,3,3,7,6,\N,R,16,0.0,59,0,0.0,58,15,1:21.270,147.951,3,0
125,23,12,4,6,17,\N,R,17,0.0,47,0,0.0,40,17,1:31.187,131.860,3,0
126,23,21,10,21,20,\N,R,18,0.0,36,0,0.0,33,18,1:32.849,129.500,6,0
127,23,14,9,9,15,\N,R,19,0.0,7,0,0.0,7,20,1:42.112,117.753,3,0
128,23,7,5,14,16,\N,R,20,0.0,7,0,0.0,7,19,1:41.150,118.872,4,0
129,24,9,2,4,2,1,1,1,10.0,70,1:36:24.227,5784.227,47,4,1:17.539,202.473,1,1:36:24.227
130,24,2,2,3,8,2,2,2,8.0,70,16.495,5800.722,25,2,1:17.430,202.758,1,+16.495
131,24,14,9,9,13,3,3,3,6.0,70,23.352,5807.579,36,7,1:18.085,201.057,1,+23.352
132,24,10,7,12,11,4,4,4,5.0,70,42.627,5826.854,31,17,1:19.087,198.510,1,+42.627
133,24,13,6,2,6,5,5,5,4.0,70,43.934,5828.161,11,6,1:18.006,201.261,1,+43.934
134,24,15,7,11,14,6,6,6,3.0,70,47.775,5832.002,38,15,1:18.870,199.056,1,+47.775
135,24,22,11,17,9,7,7,7,2.0,70,53.597,5837.824,35,10,1:18.301,200.503,1,+53.597
136,24,20,5,15,19,8,8,8,1.0,70,54.120,5838.347,33,12,1:18.532,199.913,1,+54.120
137,24,5,1,23,7,9,9,9,0.0,70,54.433,5838.66,62,11,1:18.462,200.091,1,+54.433
138,24,3,3,7,5,10,10,10,0.0,70,54.749,5838.976,14,5,1:17.977,201.336,1,+54.749
139,24,18,11,16,20,11,11,11,0.0,70,1:07.540,5851.767,58,19,1:19.352,197.847,1,+1:07.540
140,24,17,9,10,10,12,12,12,0.0,70,1:11.299,5855.526,51,8,1:18.201,200.759,1,+1:11.299
141,24,7,5,14,18,13,13,13,0.0,69,0,0.0,34,13,1:18.620,199.689,11,0
142,24,21,10,21,17,\N,R,14,0.0,51,0,0.0,41,16,1:19.066,198.563,20,0
143,24,6,3,8,12,\N,R,15,0.0,46,0,0.0,30,14,1:18.784,199.273,3,0
144,24,4,4,5,4,\N,R,16,0.0,44,0,0.0,16,9,1:18.225,200.697,20,0
145,24,12,4,6,15,\N,R,17,0.0,43,0,0.0,16,18,1:19.239,198.129,23,0
146,24,8,6,1,3,\N,R,18,0.0,19,0,0.0,14,1,1:17.387,202.871,4,0
147,24,1,1,22,1,\N,R,19,0.0,19,0,0.0,4,3,1:17.506,202.559,4,0
148,24,16,10,20,16,\N,R,20,0.0,13,0,0.0,7,20,1:20.666,194.624,6,0
149,25,13,6,2,2,1,1,1,10.0,70,1:31:50.245,5510.245,20,2,1:16.729,206.956,1,1:31:50.245
150,25,8,6,1,1,2,2,2,8.0,70,17.984,5528.229,16,1,1:16.630,207.224,1,+17.984
151,25,15,7,11,4,3,3,3,6.0,70,28.250,5538.495,12,7,1:17.567,204.721,1,+28.250
152,25,5,1,23,10,4,4,4,5.0,70,28.929,5539.174,46,3,1:17.134,205.870,1,+28.929
153,25,9,2,4,5,5,5,5,4.0,70,30.512,5540.757,16,4,1:17.172,205.768,1,+30.512
154,25,17,9,10,6,6,6,6,3.0,70,40.304,5550.549,22,6,1:17.507,204.879,1,+40.304
155,25,12,4,6,9,7,7,7,2.0,70,41.033,5551.278,24,10,1:17.758,204.218,1,+41.033
156,25,4,4,5,3,8,8,8,1.0,70,43.372,5553.617,39,8,1:17.641,204.525,1,+43.372
157,25,14,9,9,7,9,9,9,0.0,70,51.021,5561.266,23,12,1:17.818,204.060,1,+51.021
158,25,1,1,22,13,10,10,10,0.0,70,54.538,5564.783,40,5,1:17.453,205.022,1,+54.538
159,25,10,7,12,8,11,11,11,0.0,70,57.700,5567.945,45,13,1:17.836,204.013,1,+57.700
160,25,20,5,15,12,12,12,12,0.0,70,58.065,5568.31,36,11,1:17.760,204.212,1,+58.065
161,25,2,2,3,11,13,13,13,0.0,70,1:02.079,5572.324,46,9,1:17.716,204.328,1,+1:02.079
162,25,22,11,17,20,14,14,14,0.0,69,0,0.0,54,14,1:17.969,203.665,11,0
163,25,6,3,8,15,15,15,15,0.0,69,0,0.0,60,15,1:18.054,203.443,11,0
164,25,3,3,7,19,16,16,16,0.0,69,0,0.0,38,17,1:18.311,202.776,11,0
165,25,7,5,14,14,17,17,17,0.0,69,0,0.0,28,16,1:18.216,203.022,11,0
166,25,21,10,21,17,18,18,18,0.0,69,0,0.0,53,19,1:18.557,202.141,11,0
167,25,16,10,20,18,19,19,19,0.0,69,0,0.0,41,18,1:18.462,202.385,11,0
168,25,18,11,16,16,\N,R,20,0.0,16,0,0.0,15,20,1:20.876,196.345,4,0
169,26,1,1,22,4,1,1,1,10.0,60,1:39:09.440,5949.44,16,3,1:32.817,199.398,1,1:39:09.440
170,26,2,2,3,5,2,2,2,8.0,60,1:08.577,6018.017,21,2,1:32.719,199.609,1,+1:08.577
171,26,22,11,17,16,3,3,3,6.0,60,1:22.273,6031.713,21,11,1:33.386,198.183,1,+1:22.273
172,26,8,6,1,3,4,4,4,5.0,59,0,0.0,18,1,1:32.150,200.842,11,0
173,26,5,1,23,1,5,5,5,4.0,59,0,0.0,17,5,1:33.130,198.728,11,0
174,26,4,4,5,6,6,6,6,3.0,59,0,0.0,17,6,1:33.133,198.722,11,0
175,26,15,7,11,14,7,7,7,2.0,59,0,0.0,22,13,1:33.808,197.292,11,0
176,26,6,3,8,15,8,8,8,1.0,59,0,0.0,21,14,1:34.277,196.310,11,0
177,26,3,3,7,20,9,9,9,0.0,59,0,0.0,21,16,1:34.797,195.234,11,0
178,26,17,9,10,2,10,10,10,0.0,59,0,0.0,17,4,1:32.952,199.109,11,0
179,26,7,5,14,13,11,11,11,0.0,59,0,0.0,21,9,1:33.367,198.224,11,0
180,26,10,7,12,12,12,12,12,0.0,59,0,0.0,19,15,1:34.610,195.619,11,0
181,26,13,6,2,9,13,13,13,0.0,58,0,0.0,19,8,1:33.257,198.458,12,0
182,26,9,2,4,10,\N,R,14,0.0,39,0,0.0,22,12,1:33.539,197.859,20,0
183,26,18,11,16,17,\N,R,15,0.0,38,0,0.0,21,10,1:33.376,198.205,20,0
184,26,12,4,6,7,\N,R,16,0.0,35,0,0.0,21,7,1:33.203,198.573,20,0
185,26,21,10,21,19,\N,R,17,0.0,16,0,0.0,21,17,1:34.930,194.960,20,0
186,26,16,10,20,18,\N,R,18,0.0,10,0,0.0,5,18,1:38.160,188.545,20,0
187,26,20,5,15,8,\N,R,19,0.0,0,0,0.0,0,\N,0,0,4,0
188,26,14,9,9,11,\N,R,20,0.0,0,0,0.0,0,\N,0,0,4,0
189,27,1,1,22,1,1,1,1,10.0,67,1:31:20.874,5480.874,17,2,1:16.039,216.552,1,1:31:20.874
190,27,12,4,6,17,2,2,2,8.0,67,5.586,5486.46,66,9,1:16.910,214.099,1,+5.586
191,27,13,6,2,2,3,3,3,6.0,67,9.339,5490.213,19,5,1:16.502,215.241,1,+9.339
192,27,2,2,3,12,4,4,4,5.0,67,9.825,5490.699,52,1,1:15.987,216.700,1,+9.825
193,27,5,1,23,3,5,5,5,4.0,67,12.411,5493.285,63,4,1:16.495,215.261,1,+12.411
194,27,8,6,1,6,6,6,6,3.0,67,14.403,5495.277,66,3,1:16.342,215.692,1,+14.403
195,27,9,2,4,7,7,7,7,2.0,67,22.682,5503.556,17,6,1:16.610,214.937,1,+22.682
196,27,20,5,15,9,8,8,8,1.0,67,33.299,5514.173,20,8,1:16.772,214.484,1,+33.299
197,27,15,7,11,4,9,9,9,0.0,67,37.158,5518.032,17,12,1:17.023,213.785,1,+37.158
198,27,3,3,7,13,10,10,10,0.0,67,37.625,5518.499,34,15,1:17.380,212.799,1,+37.625
199,27,4,4,5,5,11,11,11,0.0,67,38.600,5519.474,17,13,1:17.115,213.530,1,+38.600
200,27,7,5,14,15,12,12,12,0.0,67,39.111,5519.985,63,10,1:16.969,213.935,1,+39.111
201,27,14,9,9,10,13,13,13,0.0,67,54.971,5535.845,18,11,1:16.994,213.866,1,+54.971
202,27,6,3,8,16,14,14,14,0.0,67,1:00.003,5540.877,23,17,1:17.691,211.947,1,+1:00.003
203,27,16,10,20,19,15,15,15,0.0,67,1:09.488,5550.362,66,18,1:17.889,211.408,1,+1:09.488
204,27,21,10,21,20,16,16,16,0.0,67,1:24.093,5564.967,67,20,1:18.208,210.546,1,+1:24.093
205,27,18,11,16,14,17,17,17,0.0,66,0,0.0,56,16,1:17.636,212.097,11,0
206,27,22,11,17,18,\N,R,18,0.0,50,0,0.0,30,19,1:17.986,211.145,4,0
207,27,17,9,10,8,\N,R,19,0.0,40,0,0.0,20,14,1:17.206,213.278,5,0
208,27,10,7,12,11,\N,R,20,0.0,35,0,0.0,24,7,1:16.712,214.652,22,0
209,28,5,1,23,2,1,1,1,10.0,70,1:37:27.067,5847.067,19,7,1:21.753,192.917,1,1:37:27.067
210,28,10,7,12,5,2,2,2,8.0,70,11.061,5858.128,42,6,1:21.671,193.111,1,+11.061
211,28,8,6,1,6,3,3,3,6.0,70,16.856,5863.923,61,1,1:21.195,194.243,1,+16.856
212,28,4,4,5,7,4,4,4,5.0,70,21.614,5868.681,47,8,1:21.793,192.823,1,+21.614
213,28,1,1,22,1,5,5,5,4.0,70,23.048,5870.115,15,3,1:21.493,193.533,1,+23.048
214,28,12,4,6,10,6,6,6,3.0,70,32.298,5879.365,64,4,1:21.537,193.428,1,+32.298
215,28,15,7,11,9,7,7,7,2.0,70,36.449,5883.516,65,5,1:21.638,193.189,1,+36.449
216,28,9,2,4,4,8,8,8,1.0,70,48.321,5895.388,70,9,1:21.941,192.475,1,+48.321
217,28,17,9,10,8,9,9,9,0.0,70,58.834,5905.901,67,10,1:22.125,192.043,1,+58.834
218,28,2,2,3,15,10,10,10,0.0,70,1:07.709,5914.776,67,11,1:22.183,191.908,1,+1:07.709
219,28,14,9,9,13,11,11,11,0.0,70,1:10.407,5917.474,67,16,1:22.732,190.634,1,+1:10.407
220,28,18,11,16,12,12,12,12,0.0,69,0,0.0,63,13,1:22.397,191.409,11,0
221,28,6,3,8,16,13,13,13,0.0,69,0,0.0,67,18,1:23.307,189.319,11,0
222,28,3,3,7,14,14,14,14,0.0,69,0,0.0,57,12,1:22.397,191.409,11,0
223,28,21,10,21,18,15,15,15,0.0,69,0,0.0,68,15,1:22.641,190.844,11,0
224,28,22,11,17,17,16,16,16,0.0,68,0,0.0,65,14,1:22.436,191.319,12,0
225,28,13,6,2,3,17,17,17,0.0,67,0,0.0,16,2,1:21.355,193.861,5,0
226,28,7,5,14,19,18,18,18,0.0,67,0,0.0,29,17,1:23.220,189.516,13,0
227,28,16,10,20,20,\N,R,19,0.0,62,0,0.0,29,19,1:23.650,188.542,23,0
228,28,20,5,15,11,\N,R,20,0.0,22,0,0.0,17,20,1:24.222,187.262,25,0
229,29,13,6,2,1,1,1,1,10.0,57,1:35:32.339,5732.339,36,1,1:38.708,197.637,1,1:35:32.339
230,29,1,1,22,2,2,2,2,8.0,57,5.611,5737.95,16,2,1:38.884,197.285,1,+5.611
231,29,9,2,4,3,3,3,3,6.0,57,37.353,5769.692,38,4,1:39.330,196.399,1,+37.353
232,29,5,1,23,5,4,4,4,5.0,57,39.703,5772.042,19,3,1:39.112,196.831,1,+39.703
233,29,15,7,11,7,5,5,5,4.0,57,50.684,5783.023,37,12,1:39.657,195.755,1,+50.684
234,29,20,5,15,6,6,6,6,3.0,57,52.625,5784.964,36,6,1:39.485,196.093,1,+52.625
235,29,10,7,12,13,7,7,7,2.0,57,1:07.990,5800.329,54,8,1:39.535,195.995,1,+1:07.990
236,29,3,3,7,9,8,8,8,1.0,57,1:11.457,5803.796,35,10,1:39.577,195.912,1,+1:11.457
237,29,2,2,3,8,9,9,9,0.0,57,1:22.177,5814.516,57,7,1:39.526,196.013,1,+1:22.177
238,29,7,5,14,10,10,10,10,0.0,57,1:29.794,5822.133,35,11,1:39.639,195.790,1,+1:29.794
239,29,12,4,6,15,11,11,11,0.0,57,1:32.717,5825.056,29,9,1:39.544,195.977,1,+1:32.717
240,29,17,9,10,14,12,12,12,0.0,56,0,0.0,27,14,1:40.264,194.570,11,0
241,29,18,11,16,16,13,13,13,0.0,56,0,0.0,21,18,1:40.763,193.606,11,0
242,29,21,10,21,18,14,14,14,0.0,56,0,0.0,54,15,1:40.353,194.397,11,0
243,29,6,3,8,11,15,15,15,0.0,56,0,0.0,56,13,1:39.803,195.469,11,0
244,29,22,11,17,19,16,16,16,0.0,56,0,0.0,56,16,1:40.593,193.933,11,0
245,29,14,9,9,17,17,17,17,0.0,56,0,0.0,13,19,1:40.978,193.194,11,0
246,29,8,6,1,4,\N,R,18,0.0,45,0,0.0,34,5,1:39.424,196.214,5,0
247,29,16,10,20,20,\N,R,19,0.0,41,0,0.0,28,17,1:40.661,193.802,3,0
248,29,4,4,5,12,\N,R,20,0.0,0,0,0.0,0,\N,0,0,4,0
249,30,13,6,2,2,1,1,1,10.0,44,1:22:59.394,4979.394,26,3,1:48.222,232.987,1,1:22:59.394
250,30,2,2,3,5,2,2,2,8.0,44,9.383,4988.777,36,7,1:49.067,231.182,1,+9.383
251,30,1,1,22,1,3,3,3,6.0,44,10.539,4989.933,20,2,1:48.135,233.175,1,+10.539
252,30,4,4,5,6,4,4,4,5.0,44,14.478,4993.872,25,9,1:49.238,230.820,1,+14.478
253,30,20,5,15,10,5,5,5,4.0,44,14.576,4993.97,16,8,1:49.086,231.142,1,+14.576
254,30,9,2,4,8,6,6,6,3.0,44,15.037,4994.431,36,5,1:48.965,231.399,1,+15.037
255,30,7,5,14,9,7,7,7,2.0,44,16.735,4996.129,31,6,1:49.002,231.320,1,+16.735
256,30,17,9,10,7,8,8,8,1.0,44,42.776,5022.17,34,10,1:49.515,230.236,1,+42.776
257,30,10,7,12,13,9,9,9,0.0,44,1:07.045,5046.439,37,12,1:50.255,228.691,1,+1:07.045
258,30,5,1,23,3,10,10,10,0.0,43,0,0.0,35,4,1:48.223,232.985,6,0
259,30,14,9,9,14,11,11,11,0.0,43,0,0.0,19,11,1:50.177,228.853,11,0
260,30,3,3,7,15,12,12,12,0.0,43,0,0.0,32,15,1:50.656,227.862,11,0
261,30,16,10,20,18,13,13,13,0.0,43,0,0.0,27,13,1:50.487,228.211,11,0
262,30,6,3,8,19,14,14,14,0.0,43,0,0.0,35,17,1:50.970,227.218,11,0
263,30,18,11,16,17,15,15,15,0.0,43,0,0.0,19,16,1:50.671,227.832,11,0
264,30,15,7,11,11,16,16,16,0.0,43,0,0.0,32,14,1:50.543,228.095,11,0
265,30,21,10,21,20,17,17,17,0.0,43,0,0.0,17,19,1:51.701,225.731,11,0
266,30,8,6,1,4,18,18,18,0.0,42,0,0.0,24,1,1:47.930,233.618,20,0
267,30,22,11,17,16,\N,R,19,0.0,19,0,0.0,10,20,1:52.072,224.983,6,0
268,30,12,4,6,12,\N,R,20,0.0,13,0,0.0,12,18,1:51.118,226.915,20,0
269,31,20,5,15,1,1,1,1,10.0,53,1:26:47.494,5207.494,53,14,1:30.510,230.414,1,1:26:47.494
